hgnc_symbol	affy_hg_u133_plus_2
PSORS1C2	220635_at
HCP5	206082_at
SALL3	1553411_s_at
SALL3	232847_at
SALL3	243672_at
SALL3	230785_at
SALL3	
	205114_s_at
GOLGA8J	213737_x_at
PEBP1P3	
TCF19	223274_at
LINC01896	230889_at
GREM1	218468_s_at
GREM1	218469_at
ATP9B	
CHRNA7	210123_s_at
	232824_at
CES1P1	209616_s_at
CDK7	211297_s_at
CDK7	
NCR3	211583_x_at
NCR3	210763_x_at
NCR3	211010_s_at
CES5A	1553465_a_at
CES5A	
FAN1	203678_at
PSORS1C3	238997_at
BTNL2	
SLC22A18AS	206097_at
TBC1D3B	
KCNQ1DN	220629_at
NLRP2	
NLRP2	237489_at
SNORA54	
SAPCD1	212913_at
SAPCD1	221406_s_at
	216470_x_at
ETF1P1	
HLA-P	
SCG5	203889_at
TRBV6-5	
TRBV14	
TRBV12-1	
BRD2	214911_s_at
BRD2	208686_s_at
BRD2	208685_x_at
BRD2	
TRBV4-2	
TRBV5-1	
MTMR10	
TRBJ2-6	
AGPAT1	32836_at
AGPAT1	215535_s_at
AGPAT1	
TRBV7-7	
TRBV2	
KLF13	219878_s_at
KLF13	225390_s_at
MGAM	206522_at
MGAM	
DDAH2	215537_x_at
DDAH2	202262_x_at
DDAH2	214909_s_at
DDAH2	208659_at
GSDMD	218154_at
GSDMD	
HLA-W	
TNXA	216339_s_at
TNXA	213451_x_at
TNXA	208609_s_at
MTCO3P1	
HLA-DRB4	209728_at
TRBV16	217060_at
TRBVB	
TRBV6-1	
KANSL1	
KANSL1	225117_at
CCL3	205114_s_at
PRSS58	237513_at
NCF4-AS1	244237_at
NCF4-AS1	
NCF4	205147_x_at
NCF4	207677_s_at
TRBV24-1	234886_at
POLR1H	234115_s_at
POLR1H	234530_s_at
POLR1H	234114_at
POLR1H	223639_s_at
POLR1H	228009_x_at
POLR1H	227673_at
TRBJ2-7	
TRBJ1-3	
TRBVA	
TRBV26	
OR6W1P	1553061_at
TRBV4-1	
TRBC2	211796_s_at
CUBNP2	
MARCHF8	221824_s_at
MARCHF8	231933_at
MARCHF8	
TRBV8-1	
TRBV22-1	
TRBV10-3	
TRBJ1-1	
TRBJ2-3	
CCL4	204103_at
OR6D1P	
TRBV7-5	
	236788_at
TRBJ2-5	
LINC01238	1564149_at
LINC01238	
ANKRD30BP3	
TRBV5-6	
OR13A1	
TRBV12-2	
	1556474_a_at
	1556473_at
TRBV6-4	
ALOX5	204446_s_at
ALOX5	214366_s_at
ALOX5	204445_s_at
ALOX5	
TRBJ1-2	
LILRA6	210784_x_at
LILRA6	210225_x_at
LILRA6	211135_x_at
LILRA6	211133_x_at
TRBD1	
SERPINF2	
SERPINF2	205075_at
TRBJ2-4	
TRBV6-2	
PVALB	205336_at
PVALB	
TRBV30	
RN7SL301P	
TRBV12-3	
RPL13AP	
TRBV3-1	
TRBV8-2	
WBP1LP1	
GNL1	203307_at
GNL1	238487_at
GNL1	239068_at
GNL1	228857_at
GNL1	
TRBV6-8	
TRBV29-1	
TRBV6-6	
TRBV15	
KEL	206077_at
KEL	
CDC42EP5	227850_x_at
CDC42EP5	
HLA-DQB3	
TAP1	202307_s_at
CES1	209616_s_at
CES1	
LRRC37A	220219_s_at
ZC3H3	
PYCR3	218944_at
PYCR3	
RN7SL105P	
RPL15P4	
TRIM26	202702_at
TRIM26	
VWA7	221301_at
VWA7	
LRRC37A3	220219_s_at
EGFL8	208469_s_at
EGFL8	209826_at
TAMM41	226815_at
TAMM41	
EEF1D	214394_x_at
EEF1D	203113_s_at
EEF1D	
RNU6-1207P	
TNXB	
OR2H1	1556986_at
OR2H1	216817_s_at
OR2H1	1556987_s_at
OR2H1	1567657_at
OR2H1	
TRIM15	36742_at
TRIM15	210177_at
TRIM15	210885_s_at
TRIM15	
DDT	202929_s_at
DDT	
PATL2	
TRIM69	232792_at
TRIM69	1568592_at
TRIM69	
MARK2P14	
NUP210P2	
	210718_s_at
	1555964_at
LTA	206975_at
DDR1	
HCG4B	
HCG27	1559050_at
RPS26P8	217753_s_at
KIF5C	203129_s_at
KIF5C	1557089_at
KIF5C	
OR12D1	
NRM	225592_at
POMZP3	210910_s_at
POMZP3	204148_s_at
GSTT1	203815_at
GSTT1	
GSTT1	232193_at
TNXB	217413_s_at
LILRA1	
LILRA1	207872_s_at
LILRA1	210660_at
TC2N	1553132_a_at
TC2N	234970_at
TC2N	
HCG27	
ARL17B	1554245_x_at
ABR-AS1	
TRARG1	239523_at
PPT2	
PPT2	209490_s_at
PPT2	208469_s_at
PPT2	209826_at
YWHAE	210996_s_at
YWHAE	210317_s_at
YWHAE	
UPK3B	206658_at
UPK3B	
	207215_at
MIF-AS1	1556316_s_at
GSTT3P	
GSTT2	205439_at
LINC00685	
FABP5P13	
KRT18P53	
PPP2R3B	219264_s_at
PPP2R3B	
SORD2P	
SPDYE16	232964_at
SPDYE16	
	233762_at
B2M	201891_s_at
B2M	216231_s_at
B2M	232311_at
CHCHD10	224932_at
ABHD16A	224756_s_at
ABHD16A	230221_at
ABHD16A	
DTX2	
DTX2	215732_s_at
GSTT4	207215_at
GSTT4	
DDTL	202929_s_at
LINC00588	210464_at
MMP11	203878_s_at
MMP11	203876_s_at
MMP11	
	1562365_at
LINC01606	
HCG9P5	
IGHA2	217022_s_at
MDC1	203062_s_at
MDC1	203061_s_at
MDC1	
MCCD1	
FLOT1	208749_x_at
FLOT1	210142_x_at
	241422_at
IGHD4-17	
ZNF251	
ZNF251	226754_at
IGHEP1	1558438_a_at
MAP3K14	
IGHG3	
UBQLN1P1	
UQCRHP1	
OR10C1	221339_at
IGHJ5	
HLA-DQB2	215536_at
HLA-DQB2	
ATP6V1G1P1	
IGHD1-26	
CATSPERB	220293_at
CATSPERB	
CATSPERB	1570470_at
IGHD7-27	
IGHV3-11	
	206658_at
LINC03009	
IGHD3-3	
IGHD3-22	
IGHD6-19	
DDX39B-AS1	
	213602_s_at
IGHJ1	
IGHJ2	
MRPS16P3	
RPL3P2	
IGHV3-20	216542_x_at
GSTT2B	205439_at
IGHE	1558438_a_at
IGHE	217469_at
APOL5	220478_at
HLA-A	215313_x_at
HLA-A	213932_x_at
IGHV1-24	
PPP1R18	224927_at
PPP1R18	225592_at
IGHJ3P	
FAM30A	206478_at
FAM30A	220377_at
FAM30A	
LAIR2	
LAIR2	207509_s_at
RBFOX2	213901_x_at
RBFOX2	212104_s_at
RBFOX2	216215_s_at
ELK2BP	
IGHA1	217022_s_at
RN7SL268P	
IGHD1-14	
IGHV1-3	
IGHVIII-38-1	
IGHV7-34-1	
RDM1P2	
IGHV4-34	211639_x_at
	234390_x_at
IGHGP	211430_s_at
LINC02829	
HLA-Z	
IGHM	209374_s_at
IGHV4-39	
STH	1555752_at
IGHG1	228518_at
IGHG1	211430_s_at
HLA-DMB	203932_at
HLA-DMB	
LINC02570	
	1569504_at
LINC02825	1561536_at
LENG9	1554589_at
IGHV3-33	215949_x_at
	1556362_at
TBX22	224017_at
TBX22	
IGHD6-25	
POLR3GP1	
IGHD2-8	
IGHVIII-47-1	
IGHV3-21	216557_x_at
	1562396_at
IGHV1-17	
IGHD6-6	
	243729_at
	242874_at
IGHD	230877_at
IGHD	215621_s_at
IGHD	213674_x_at
NANOGP7	
CXADRP2	
LINC02203	1564856_s_at
LINC02203	1564855_at
LINC02203	1560735_s_at
LINC02203	1560734_at
PPP1R2P1	
IGHV1-12	
IGHD2-21	
IGHD5-12	
SLC20A1P2	
IGHJ6	
HLA-N	
IGHV1-45	
LONRF2P4	
	232538_at
IGHV3-50	
IGHV4-28	
	1560735_s_at
IGHV3-53	
CHCHD2P2	
IGHD4-23	
IGHG4	
	243332_at
	234912_at
GTF2H2C_2	221540_x_at
GTF2H2C_2	223758_s_at
GTF2H2C_2	
OR4M2B	
ERMARD	232258_at
ERMARD	
ERMARD	227656_at
DDX6P1	
GRAMD4P6	
NBEAP4	
NF1P9	
PPIAP9	
IGHJ2P	
IGHV1-68	
IGHVIII-22-2	
IGHVII-40-1	
IGHV3-54	234390_x_at
C2	203052_at
C2	
C2	1554533_at
IGHJ3	
IGHV3-16	
POTEB3	1553474_at
POTEB3	
IGHJ4	
IGHJ1P	
IGHV7-56	
IGHV3-13	
ADAM2	207664_at
ADAM2	
PFDN6	233588_x_at
PFDN6	222029_x_at
PFDN6	222019_at
PFDN6	
IGHV1-18	
IGHVIII-25-1	
IGHD3-9	
IGHVIII-2-1	
IGHVII-74-1	
	215949_x_at
IGHVII-15-1	
IGHVII-44-2	
IGHV3-19	
ADAM6	237909_at
IGHD1-20	
IGHVIII-11-1	
IGHVIII-5-1	
IGHVIII-13-1	
IGHV1-2	
SPACA7	231405_at
SPACA7	
IGHVIII-67-3	
IGHV3-30-2	234390_x_at
HOMER2P2	
IGHD5-24	
IGHD2-15	
IGHV3-64	
IGHV3-65	
IGHV3-35	
IGHVII-22-1	
ELK2AP	
DUX4L9	216473_x_at
IGHV3-15	
TUBB7P	211915_s_at
IGHV5-51	
FRG2	
CEP72-DT	
CEP72	
IGHVII-46-1	
IGHV3-42	
IGHV3-6	
IGHV3-7	217281_x_at
TUBGCP3	203690_at
TUBGCP3	215739_s_at
TUBGCP3	
IGHV2-26	
IGHV4-55	
SLC9A3	
IGHD5-5	
GPI	
IGHD4-4	
IGHD3-10	
IGHVII-67-1	
IGHV7-27	
IGHV3-41	
IGHVII-62-1	
IGHVIII-5-2	
IGHV4-59	216491_x_at
IGHV4-59	211637_x_at
LINC01070	
IGHV3-33-2	234390_x_at
IGHV2-70	
LINC01043	
IGHVIII-76-1	
IGHV3-43	
LINC01044	
IGHV3-66	
HLA-DMA	217478_s_at
HLA-DMA	
IGHD3-16	
IGHVII-53-1	
IGHV3-22	
IGHV3-72	217320_at
IGHV3-48	
FRG1	204145_at
FRG1	
UBD	205890_s_at
IGHV7-40	
IGHV3-69-1	
IGHV1-69D	211635_x_at
IGHV1-69D	211634_x_at
IGHV3-29	
IGHV3-36	
IGHV1-58	
IGHV2-5	
IGHV3-47	217239_x_at
IGHVIII-44	
IGHV8-51-1	
IGHV3-57	
IGHV3-63	
IGHVIII-26-1	
	215118_s_at
IGHVII-30-1	
IGHD1-1	
IGHV6-1	
IGHV3-60	
IGHV3-38	
LILRB4	
LILRB4	210152_at
IGHV3-73	211642_at
RDH13	1559190_s_at
RDH13	
IGHV4-61	216491_x_at
IGHV4-61	211637_x_at
IGHD5-18	
IGHVII-51-2	
IGHD6-13	
IGHV3-74	
IGHV3-25	
IGHVII-65-1	
IGHV3-75	
IGHV2-70D	
IGHD1-7	
IGHVII-33-1	
IGHV3-37	
IGHVII-26-2	
IGHV3-62	
ATP5MC1P1	
IGHV1-67	
IGHVII-1-1	
IGHD2-2	
HOMER2P1	
IGHVIV-44-1	
IGHD4-11	
IGHV1-69-2	
IGHV3-30	215949_x_at
IGHVIII-67-4	
VARS1	
VARS1	201797_s_at
VARS1	201796_s_at
IGHV4-4	
CUTA	221488_s_at
CUTA	
IGHG2	211430_s_at
GAL3ST2	1553046_s_at
	1569492_at
	1564421_at
NEU4	222957_at
NEU4	
IGHV3-71	
IGHV1-69	211635_x_at
IGHV1-69	211634_x_at
IGHV3-52	
IGHV3-49	
COPDA1	
IGHV3-76	
IGHVII-49-1	
IGHV1-46	
SLC20A1P1	
IGHVII-60-1	
IGHV5-78	
IGHV3-23	211650_x_at
CLN8	
CLN8	223912_s_at
CLN8	229958_at
CLN8	219341_at
CLN8	222874_s_at
CLN8	219340_s_at
IGHVIII-67-2	
IGHV1-14	
MCCD1P1	
BAG6	
BAG6	213318_s_at
BAG6	201255_x_at
BAG6	210208_x_at
CLN8-AS1	227092_at
GARRE1	203288_at
LINC00242	1561327_at
LINC00574	220904_at
DYNLT2	1554400_at
DYNLT2	1554401_a_at
DYNLT2	1557945_at
RN7SKP117	
RPS27P14	
MARVELD2	235955_at
MARVELD2	235141_at
MARVELD2	
SAPCD1-AS1	230096_at
HLA-DPB2	239975_at
HLA-DPB2	
RNF5	209111_at
LINC01237	
EHMT2	202326_at
EHMT2	207484_s_at
EHMT2	
	1559617_at
FAM240C	238196_at
HLA-J	217436_x_at
HLA-J	
TRIM31	215444_s_at
TRIM31	210159_s_at
TRIM31	208170_s_at
RTP5	1560035_at
PDCD1	207634_at
C6orf15	221100_at
GRK1	208041_at
TMEM255B	
TMC4	226403_at
TMC4	
LINC00552	
ADAM9	202381_at
RPL7AP80	
HLA-U	
	200041_s_at
COL11A2P1	
MTCO2P32	
LPCAT1	
LPCAT1	201818_at
RNU6-164P	
ADAM32	
ADAM32	1552266_at
LILRB1-AS1	
LILRB3	210784_x_at
LILRB3	210225_x_at
LILRB3	211135_x_at
LILRB3	211133_x_at
LILRB3	
GAPDHP26	
BAAT	206913_at
TAF4	
TAF4	213090_s_at
TAF4	208545_x_at
FYTTD1P1	
TRMT112P4	
PLPPR1	219732_at
PLPPR1	
PLPPR1	1570250_at
	207457_s_at
	234897_s_at
CDH4	206866_at
CDH4	220227_at
TUBB	211714_x_at
TUBB	209026_x_at
TUBB	212320_at
B3GALT4	210205_at
SNHG32	220755_s_at
DHX16	203694_s_at
CLPTM1L	
TRPC6P4	
HLA-DRB2	
GLIS2	223378_at
TSBP1	
OCLN	209925_at
OCLN	227492_at
OCLN	
VASN	225867_at
MAPK15	241357_at
MAPK15	
CORO7-PAM16	218969_at
CORO7-PAM16	
LY6L	
	230177_at
LY6H	206773_at
LYPLA2P1	
HLA-DPA2	216631_s_at
TRIM40	1553079_at
TRIM40	
NPIPA5	214870_x_at
NPIPA5	204538_x_at
NOMO1	221853_s_at
NOMO1	217225_x_at
NOMO1	
LINC02536	
PTPRK-AS1	
MRPS17P5	
PTPRK	203038_at
PTPRK	
FAM83H	226129_at
FAM83H	241406_at
SMIM10L1	238915_at
SMIM10L1	221847_at
SMIM10L1	237386_at
LINC02904	1552793_at
LINC02904	
	214395_x_at
LINC02878	241475_at
GLIS2-AS1	
GFUS	201644_at
GFUS	36936_at
GFUS	
NMRAL1	231271_x_at
NMRAL1	223206_s_at
NMRAL1	
PRB3	206998_x_at
CCDC125	1553542_at
CCDC125	
MSH5	
MSH5	210410_s_at
LINC01511	240162_at
SLC6A3	206836_at
SLC6A3	
LY6E	202145_at
LY6E	
TAS2R42	
PSMB8	209040_s_at
TAS2R64P	
ADAM18	
ADAM18	207597_at
ADAM18	1568970_at
LY6G5B	231777_at
CCL23	210549_s_at
CCL23	210548_at
SUCLA2P1	
HLA-DRB1	215193_x_at
HLA-DPA1	211991_s_at
HLA-DPA1	211990_at
HLA-DPA1	213537_at
HLA-DPA1	
	225449_at
NAIPP4	
	238620_at
	1570567_at
TBC1D3G	209403_at
	226365_at
	226362_at
HMGN1P12	
CFL1P5	
AK6	203893_at
AK6	
PRB4	216881_x_at
	226708_at
TAS2R43	234042_at
PUF60	209899_s_at
PUF60	
HMOX2	218120_s_at
HMOX2	218121_at
HMOX2	
PRH1	205272_s_at
PRH1	
MSH5	221406_s_at
TNXB	216333_x_at
TNXB	206093_x_at
TNXB	216339_s_at
TNXB	213451_x_at
TNXB	208609_s_at
C6orf47-AS1	
	205272_s_at
	204919_at
LY6E-DT	
AK3P2	
	241804_at
TSPY24P	
ZNF92P1Y	
RBMY3AP	1565320_at
RFTN1P1	
RFTN1P1	1569787_at
CCL16	
CCL16	207354_at
SERBP1P2	
TSPY12P	
DUX4L19	
TTTY12	224195_at
TTTY12	
TTTY7B	233151_s_at
TTTY7B	234309_at
RPL3P10	
DDX52	210320_s_at
DDX52	212834_at
DDX52	213637_at
DDX52	
DDX52	1570415_at
OFD1P3Y	
RBMY2HP	
TTTY6	224041_at
ELOCP35	
SLC9B1P1	1553633_s_at
USP12PY	
TTTY23	
KDM5DP1	
TTTY7	233151_s_at
TTTY7	234309_at
	220167_s_at
	215812_s_at
	210854_x_at
	213843_x_at
LINC00279	
DUX4L17	
PRY	208332_at
	239307_at
RRN3	216908_x_at
RRN3	222204_s_at
RRN3	216902_s_at
RRN3	
	224424_x_at
	224425_x_at
	224426_s_at
TSPY18P	
PCMTD1P1	
HSFY7P	
	217480_x_at
ZNF736P6Y	
TUSC2P1	
RBMY2AP	207916_at
FAM197Y5	
TTTY2B	217261_at
TTTY2B	216665_s_at
TTTY2B	
TTTY21	
MRPS36	224302_s_at
PUDPP1	
CDRT15P10	
USP9Y	
USP9Y	214983_at
USP9Y	206624_at
USP9Y	228492_at
HLA-F	204806_x_at
HLA-F	221875_x_at
HLA-F	
	203577_at
	226200_at
HLA-E	200904_at
HLA-E	200905_x_at
HLA-E	217456_x_at
HLA-E	
CDH12P4	
TBC1D3K	209403_at
RING1	208371_s_at
RING1	35685_at
ZDHHC20P1	
IER3	201631_s_at
FKBPL	219187_at
RPL12P1	
RPS18	
CYP21A1P	
HLA-DPB1	201137_s_at
HLA-DPB1	
AIF1	215051_x_at
AIF1	213095_x_at
AIF1	209901_x_at
HLA-A	
LILRB3	208594_x_at
HMGB1P24	
LHX1-DT	
LYZL6	207343_at
LYZL6	
LY6G6C	207114_at
MRPL45	224479_s_at
CDY3P	
PRY2	208332_at
PARN	203905_at
PARN	
	1555853_at
	1555852_at
TSPY25P	
OFD1P8Y	
NAPRT	226707_at
NAPRT	
RNF19BPY	
TSPY23P	
HLA-DOA	206313_at
HLA-DOA	226878_at
HLA-DOA	211142_x_at
FAM197Y2	
TUBB1P2	
DUX4L31	
TSPY13P	216374_at
TBC1D3L	209403_at
ACTR3BP1	224425_x_at
ACTR3BP1	224426_s_at
RPS24P1	
RBMY2FP	216544_at
RBMY2FP	1552952_at
NEK4P1	
TTTY1B	216673_at
RCC2P2	
ZNF736P8Y	
RBMY2OP	
EIF1AY	204409_s_at
EIF1AY	204410_at
EIF1AY	
PAM16	
PAM16	218969_at
DHFRP2	
ZNF70P1	
AGER	217046_s_at
AGER	210081_at
HLA-DRB7	
TSPY19P	
BPY2	
BPY2	208331_at
ACACA	212186_at
ACACA	
ACACA	214358_at
HLA-L	
CCDC166	
HLA-DRB1	208306_x_at
HLA-DRB1	209312_x_at
ZNF707	
ZNF707	232076_at
ZNF707	1562944_at
MTND1P12	
STSP1	
	243384_at
CTBP2P1	
MTND6P1	
DLGAP5P1	
CDC27P2	
TTTY8B	224142_s_at
TTTY8B	224143_at
PABPC1P5	
	216842_x_at
TSPY22P	
RCC2P1	
SHROOM2P1	
TTTY2	217261_at
TTTY2	216665_s_at
	1558275_at
USP9YP22	
TTTY18	
	239677_at
DNAJA3	205963_s_at
DNAJA3	1554078_s_at
DNAJA3	
RBMY2QP	
DUX4L18	
TSPY16P	
RBMY2BP	207916_at
RBMY2BP	
RBMY2GP	
ZNF736P11Y	
OFD1P9Y	
BPY2DP	
RBMY2JP	
CHEK2P1	
RBMY2UP	
FAM224B	235941_s_at
FAM224B	216786_at
ZNF886P	
HTATSF1P1	
ELOCP8	
OFD1P16Y	
TTTY25P	
FAM197Y1	
	216664_at
	216665_s_at
ASS1P6	
SNX18P1Y	
RBMY2NP	
TTTY1	216673_at
USP9YP4	
MED14P1	
HSFY5P	
ZNF885P	
ARSFP1	
ZNF736P7Y	
SURF6P1	
XGY1	
ANKRD20A6P	
TTTY8	224143_at
TTTY8	224142_s_at
SAR1AP1	
TRIM31	
ABCF1	200045_at
ABCF1	
RBMY2KP	
TSPY21P	
TTTY19	
TSPY17P	
TTTY4	234913_at
TSPY15P	
ELOCP4	
TTTY23B	
TTTY22	
TSPY11P	216374_at
MXRA5Y	
DUX4L16	
TSPY10	207918_s_at
TSPY10	217160_at
PLA2G10	207222_at
	1555347_at
CFB	202357_s_at
CFB	211920_at
CFB	
MTCYBP1	
USP9YP17	
TTTY17A	
AGPAT5P1	
TSPY20P	
FAM41AY1	
CNOT3	
TTTY6B	224041_at
ELOCP15	
FAM197Y4	
TRIM60P3Y	
MTND1P1	
LINC00280	243384_at
LINC00280	
PRRC2CP1	
TSPY5P	
ZNF736P10Y	
TSPY1	207918_s_at
RPL23AP1	222279_at
GTF2H4	203577_at
GTF2H4	
CDIP1	218183_at
CDIP1	223960_s_at
CDIP1	
CDY12P	
MTND2P3	
TIGD5	229758_at
CDY13P	
RBMY1KP	
TTTY11	224174_at
TTTY11	
ZNF623	
ZNF623	206188_at
TTTY21B	
ARSDP1	
TTTY5	224040_at
CDY4P	
MROH6	227672_at
MROH6	
RBMY1D	208307_at
PKD1P3	
	214870_x_at
	204538_x_at
CEP20	225087_at
CEP20	225088_at
CEP20	
SCRIB	212556_at
SCRIB	
RBMY2WP	
USP9YP24	
TTTY10	224293_at
TTTY10	
UBE2V1P3	216315_x_at
FAM8A4P	
ARSLP1	
TRIM60P8Y	
HLA-DPA3	
FAM197Y9	
FAM197Y3	
PAIP1P1	
NFKBIL1	209973_at
NFKBIL1	
MED13P1	
TSPY6P	207918_s_at
LENG8-AS1	
CYCSP46	
RNU6-303P	
RNA5SP518	
RN7SL702P	
RNA5SP520	
RNA5SP521	
RNU6-109P	
RNA5-8SP6	
RNA5SP519	
RNU6-184P	
OFD1P6Y	211460_at
CORO7	219040_at
CORO7	
HSFY2	224052_at
HSFY2	
HSFY2	224007_at
MPIG6B	221342_at
RPL15P20	
ABCC6P2	214033_at
ABCC6P2	
THEMIS	1558972_s_at
THEMIS	1558971_at
THEMIS	
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
PDXDC1	212053_at
PDXDC1	1560013_at
PDXDC1	1560014_s_at
PDXDC1	
PDXDC1	1555347_at
USP9YP10	
USP9YP28	
RNU1-41P	
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	208650_s_at
CD24P4	209772_s_at
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
XKRY	208339_at
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
HLA-F	221978_at
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
XKRY2	208339_at
ACTG1P11	
PRYP2	
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	235941_s_at
FAM224A	216786_at
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ELOCP13	
OFD1P4Y	
USP9YP14	
RNU1-48P	
USP9YP5	
	224007_at
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	211460_at
RAB9AP4	
TRAPPC2P7	
TTTY14	224007_at
TTTY14	224003_at
TTTY14	207063_at
TTTY14	
KDM5D	206700_s_at
KDM5D	
	1560957_at
SLC44A4	205597_at
SLC44A4	1555203_s_at
SLC44A4	
CEP170	212746_s_at
CEP170	207719_x_at
CEP170	1552717_s_at
CEP170	
PBX2	202875_s_at
PBX2	211097_s_at
PBX2	202876_s_at
PBX2	211096_at
LINC03003	234862_at
RPS18	201049_s_at
RN7SKP175	
OSCAR	
COL11A2	216993_s_at
COL11A2	213870_at
COL11A2	
HCG25	
HSFY1	224007_at
HSFY1	224052_at
HSFY1	
AKT3	224229_s_at
AKT3	212609_s_at
AKT3	219393_s_at
AKT3	212607_at
AKT3	222880_at
AKT3	
TGIF2LY	233178_at
RBMY1F	208307_at
TNXB	1565242_at
TNXB	203168_at
TNXB	211611_s_at
PKD1P1	
ABCC6	215559_at
ABCC6	208480_s_at
ABCC6	
ABCC6	214033_at
CDY2A	207646_s_at
ZNF736P3Y	
TRIM60P9Y	
PRKY	206279_at
PRKY	204060_s_at
PRKY	
RN7SKP282	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
	239858_at
TRIM60P10Y	
ZNF736P2Y	
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	208331_at
BPY2C	
LINC01347	
SDCCAG8	1553034_at
SDCCAG8	227785_at
SDCCAG8	1554237_at
TTTY4C	234913_at
DAZ4	208282_x_at
DAZ4	208281_x_at
DAZ4	216922_x_at
DAZ4	207909_x_at
DAZ4	207912_s_at
DAZ4	216351_x_at
HLA-DQA1	
HLA-DQA1	212671_s_at
C6orf136	227456_s_at
C6orf136	227455_at
C6orf136	
PRR3	204795_at
PRR3	
	234664_at
RNU6-747P	
MYO19	225947_at
MYO19	219320_at
MYO19	
MPV17L	1558686_at
MPV17L	1559167_x_at
MPV17L	
NTAN1	213061_s_at
NTAN1	213062_at
NTAN1	
GPANK1	225472_at
GPANK1	225476_at
NOTCH4	205247_at
NOTCH4	240786_at
TAP2	208428_at
TAP2	225973_at
TAP2	204770_at
TAP2	204769_s_at
TAP2	
CSNK2B	201390_s_at
CSNK2B	
CSNK2B	231777_at
VPS52	214585_s_at
VPS52	
NPIPA3	
NPIPA3	214870_x_at
NPIPA3	204538_x_at
BMERB1	212736_at
BMERB1	
	221501_x_at
CDY2B	207646_s_at
XGY2	234931_at
XGY2	1563420_at
XGY2	
BFAR	218056_at
BFAR	
RNU6-1334P	
SRY	207893_at
RNASEH2CP1	234931_at
TOMM22P2	
RPS4Y1	201909_at
RPS4Y1	
HLA-S	
KIFC1	209680_s_at
KIFC1	
SLC39A7	
SLC39A7	202667_s_at
PKD1P6	
PKD1P6	214035_x_at
HSFY3P	
NAP1L1P2	
ZFY	207246_at
ZFY	230760_at
ZFY	207247_s_at
ZFY	
PCGF2	203792_x_at
PCGF2	203793_x_at
PCGF2	214239_x_at
PCGF2	213551_x_at
NDE1	230219_at
NDE1	222625_s_at
NDE1	218414_s_at
NDE1	
NDE1	227843_at
ZFY-AS1	1556677_at
ZFY-AS1	237225_at
ZFY-AS1	
EEF1A1P41	
PSMA6P1	
SFPQP1	
TAB3P1	
DPPA2P1	
DDX3Y	205001_s_at
DDX3Y	1570360_s_at
DDX3Y	1570359_at
DDX3Y	205000_at
DDX3Y	
RPL17P40	
	222145_at
	81737_at
MARF1	202386_s_at
MARF1	1558697_a_at
MARF1	
MLLT6	
MLLT6	225628_s_at
MLLT6	224784_at
MLLT6	226727_at
MLLT6	1555155_at
LILRA5	
ZNHIT3	212544_at
ZNHIT3	
PRPF31-AS1	
	235752_at
CASKP1	
UTY	208067_x_at
UTY	
UTY	211149_at
UTY	210322_x_at
ABCC1	202804_at
ABCC1	202805_s_at
ABCC1	
SFTA2	244056_at
TADA2A	209938_at
TADA2A	235268_at
TADA2A	210537_s_at
TADA2A	
RPL35AP4	
OR12D3	
ATF6B	1565242_at
ATF6B	1554487_a_at
ATF6B	203168_at
ATF6B	211611_s_at
ATF6B	216208_s_at
ATF6B	
LILRA4	210313_at
FLOT1	208748_s_at
FLOT1	
CCHCR1	
CCHCR1	37424_at
CCHCR1	42361_g_at
CCHCR1	209698_at
CCHCR1	37425_g_at
HLA-DQA2	212671_s_at
MRM1	219967_at
GGNBP2	233936_s_at
GGNBP2	218079_s_at
GGNBP2	
GGNBP2	1554419_x_at
GGNBP2	233937_at
NPIPA1	214870_x_at
NPIPA1	204538_x_at
NPIPA1	
	227249_at
	221148_at
NOMO3	221853_s_at
NOMO3	217225_x_at
NOMO3	
NOMO3	242922_at
NOMO3	221852_at
CCL15	210390_s_at
PIP4K2B	1553048_a_at
PIP4K2B	201081_s_at
PIP4K2B	201080_at
PIP4K2B	
TAPBP	208829_at
TAPBP	1555565_s_at
TAPBP	213081_at
TAPBP	210294_at
TAPBP	
POLR2LP1	
AATF	209165_at
AATF	
TMSB4Y	206769_at
ANOS2P	206769_at
ANOS2P	216376_x_at
ANOS2P	
VCY	206922_at
TBC1D3H	209403_at
DDX39B	200041_s_at
DDX39B	
DAZ3	208282_x_at
DAZ3	208281_x_at
DAZ3	216922_x_at
